Year,Name,Salary
2010,Robert Vaden,13930.0
2010,Robin Lopez,1867320.0
2010,Rodney Stuckey,2767126.0
2010,Rodrigue Beaubois,1156080.0
2010,Roger Mason Jr.,1400000.0
2010,Roko-Leni Ukic,1350000.0
2010,Ronnie Brewer,4790000.0
2010,Ronnie Price,1381250.0
2010,Ronny Turiaf,4000000.0
2010,Roy Hibbert,1685280.0
2010,Royal Ivey,1200000.0
2010,Rudy Fernandez,1246680.0
2010,Rudy Gay,13603750.0
2010,Russell Westbrook,4017720.0
2010,Ryan Anderson,1409040.0
2010,Ryan Bowen,825497.0
2010,Ryan Gomes,4000000.0
2010,Ryan Hollins,2333333.0
2010,Salim Stoudamire,884881.0
2010,Sam Young,886000.0
2010,Samardo Samuels,500000.0
2010,Samuel Dalembert,13428129.0
2010,Sasha Pavlovic,211084.0
2010,Sasha Vujacic,5475113.0
2010,Sean Marks,799105.0
2010,Sean Williams,1629120.0
2010,Sebastian Telfair,2700000.0
2010,Semih Erden,473604.0
2010,Serge Ibaka,1204200.0
2010,Shane Battier,7354500.0
2010,Shannon Brown,2149200.0
2010,Shaquille O'Neal,1352181.0
2010,Shaun Livingston,3500000.0
2010,Shawn Marion,7055500.0
2010,Sherron Collins,473604.0
2010,Solomon Alabi,670000.0
2010,Solomon Jones,1500000.0
2010,Speedy Claxton,5209454.0
2010,Spencer Hawes,2974320.0
2010,Stephen Curry,2913840.0
2010,Stephen Graham,992680.0
2010,Stephen Jackson,8453250.0
2010,Steve Nash,10310938.0
2010,Steve Novak,306575.0
2010,Sundiata Gaines,112088.0
2010,T.J. Ford,8500000.0
2010,Taj Gibson,1117680.0
2010,Tarence Kinsey,855189.0
2010,Tayshaun Prince,11148760.0
2010,Terrence Williams,2214480.0
2010,Thabo Sefolosha,3250000.0
2010,Thaddeus Young,2901241.0
2010,Tiago Splitter,3400000.0
2010,Tim Duncan,18835381.0
2010,Timofey Mozgov,3567096.0
2010,Toney Douglas,1071000.0
2010,Tony Allen,3000000.0
2010,Tony Gaffney,762195.0
2010,Tony Parker,13500000.0
2010,Travis Diener,208802.0
2010,Travis Outlaw,7000000.0
2010,Trevor Ariza,6322320.0
2010,Trevor Booker,1204560.0
2010,Trey Johnson,8967.0
2010,Troy Murphy,216110.0
2010,Ty Lawson,1546560.0
2010,Tyler Hansbrough,1998600.0
2010,Tyreke Evans,3880920.0
2010,Tyrus Thomas,6611570.0
2010,Tyson Chandler,12600000.0
2010,Udonis Haslem,3500000.0
2010,Vince Carter,17522375.0
2010,Vladimir Radmanovic,6883800.0
2010,Wayne Ellington,1078800.0
2010,Wesley Johnson,3726600.0
2010,Wesley Matthews,5765000.0
2010,Will Bynum,3250000.0
2010,Willie Green,3976000.0
2010,Willie Warren,500000.0
2010,Wilson Chandler,2130482.0
2010,Xavier Henry,2020200.0
2010,Yao Ming,17686100.0
2010,Yi Jianlian,4050499.0
2010,Zabian Dowdell,186656.0
2010,Zach Randolph,17666666.0
2010,Zaza Pachulia,4251250.0
2010,Zydrunas Ilgauskas,1352181.0
2011,Aaron Brooks,2016692.0
2011,Acie Law,633253.0
2011,Al Harrington,6226200.0
2011,Al Horford,12498483.0
2011,Al Jefferson,15000000.0
2011,Al Thornton,211084.0
2011,Al-Farouq Aminu,2755560.0
2011,Alan Anderson,213597.0
2011,Alando Tucker,1071720.0
2011,Alec Burks,2111160.0
2011,Alexis Ajinca,1467840.0
2011,Allen Iverson,650686.0
2011,Amar'e Stoudemire,18217705.0
2011,Amir Johnson,6000000.0
2011,Anderson Varejao,7700000.0
2011,Andray Blatche,6442083.0
2011,Andre Iguodala,14718250.0
2011,Andre Miller,7807728.0
2011,Andrea Bargnani,10000000.0
2011,Andrei Kirilenko,17823000.0
2011,Andres Nocioni,6650000.0
2011,Andrew Bogut,12000000.0
2011,Andrew Bynum,14900000.0
2011,Andris Biedrins,9000000.0
2011,Andy Rautins,788872.0
2011,Antawn Jamison,15076715.0
2011,Anthony Johnson,2062800.0
2011,Anthony Parker,2250000.0
2011,Anthony Randolph,2911231.0
2011,Anthony Roberson,855189.0
2011,Anthony Tolliver,2050000.0
2011,Antonio McDyess,5220000.0
2011,Armon Johnson,104494.0
2011,Arron Afflalo,7750000.0
2011,Austin Daye,1929600.0
2011,Avery Bradley,1524480.0
2011,Ben Gordon,11600000.0
2011,Ben Uzoh,190548.0
2011,Ben Wallace,2246400.0
2011,Beno Udrih,6925400.0
2011,Bismack Biyombo,2798040.0
2011,Blake Ahearn,117134.0
2011,Blake Griffin,5731080.0
2011,Bobby Simmons,234268.0
2011,Boris Diaw,241158.0
2011,Brad Miller,4752000.0
2011,Brandan Wright,915852.0
2011,Brandon Bass,4250000.0
2011,Brandon Jennings,2493720.0
2011,Brandon Knight,2563320.0
2011,Brandon Roy,15032144.0
2011,Brandon Rush,2956658.0
2011,Brendan Haywood,7624500.0
2011,Brent Barry,2062800.0
2011,Brian Butch,762195.0
2011,Brian Cook,1223166.0
2011,Brian Skinner,668434.0
2011,Brook Lopez,3076983.0
2011,Bruce Bowen,4100000.0
2011,Byron Mullens,1288200.0
2011,C.J. Watson,3400000.0
2011,CJ Miles,3700000.0
2011,Carl Landry,8500000.0
2011,Carldell Johnson,473604.0
2011,Carlos Arroyo,196007.0
2011,Carlos Boozer,13500000.0
2011,Carmelo Anthony,18518574.0
2011,Caron Butler,8000000.0
2011,Cartier Martin,199816.0
2011,Cedric Jackson,40375.0
2011,Chandler Parsons,850000.0
2011,Channing Frye,6000000.0
2011,Charles Jenkins,473604.0
2011,Charlie Bell,4099920.0
2011,Charlie Villanueva,7540000.0
2011,Chauncey Billups,2000032.0
2011,Chris Andersen,4234000.0
2011,Chris Bosh,17545000.0
2011,Chris Duhon,3250000.0
2011,Chris Kaman,14030000.0
2011,Chris Paul,16359805.0
2011,Chris Quinn,804131.0
2011,Chris Singleton,1485000.0
2011,Chris Wright,473604.0
2011,Christian Eyenga,1097520.0
2011,Chuck Hayes,5486250.0
2011,Cole Aldrich,2286000.0
2011,Corey Brewer,3059000.0
2011,Corey Maggette,10262069.0
2011,Cory Higgins,473604.0
2011,Cory Joseph,1074720.0
2011,Courtney Fortson,156595.0
2011,Courtney Lee,2225093.0
2011,Craig Brackins,1404960.0
2011,Cuttino Mobley,9500000.0
2011,D.J. Augustin,3236470.0
2011,D.J. Kennedy,22916.0
2011,D.J. White,2001167.0
2011,Da'Sean Butler,788872.0
2011,Daequan Cook,3341558.0
2011,Dahntay Jones,2700000.0
2011,Damion James,1243080.0
2011,Dan Gadzuric,69393.0
2011,Daniel Gibson,4403834.0
2011,Daniel Orton,1105560.0
2011,Danilo Gallinari,4190182.0
2011,Danny Granger,12015904.0
2011,Dante Cunningham,2000000.0
2011,Darius Miles,854389.0
2011,Darius Songaila,4818000.0
2011,Darko Milicic,4776500.0
2011,Darrell Arthur,2027119.0
2011,Darren Collison,1455960.0
2011,Darryl Watkins,55321.0
2011,David Andersen,2685185.0
2011,David Lee,11610000.0
2011,David West,10000000.0
2011,DeAndre Jordan,10079404.0
2011,DeJuan Blair,1054000.0
2011,DeMar DeRozan,3344250.0
2011,DeMarcus Cousins,3880800.0
2011,DeMarcus Nelson,736420.0
2011,DeMarre Carroll,885120.0
2011,DeSagana Diop,6925400.0
2011,DeShawn Stevenson,2500000.0
2011,Derek Fisher,2329545.0
2011,Deron Washington,457588.0
2011,Deron Williams,16359805.0
2011,Derrick Byars,854389.0
2011,Derrick Caracter,762195.0
2011,Derrick Favors,4753320.0
2011,Derrick Rose,6993708.0
2011,Derrick Williams,4602720.0
2011,Desmond Mason,825497.0
2011,Devin Harris,9319000.0
2011,Dexter Pittman,762195.0
2011,Diamon Simpson,57291.0
2011,Dikembe Mutombo,1823280.0
2011,Dirk Nowitzki,19092873.0
2011,Dominique Jones,1193280.0
2011,Donald Sloan,160414.0
2011,Donte Greene,1679914.0
2011,Dontell Jefferson,736420.0
2011,Dorell Wright,3823000.0
2011,Drew Gooden,6226200.0
2011,Dwight Howard,18091770.0
2011,Dwyane Wade,15691000.0
2011,Earl Barron,1027424.0
2011,Earl Boykins,220487.0
2011,Earl Clark,1160000.0
2011,Earl Watson,2000000.0
2011,Ed Davis,2207040.0
2011,Eddie House,1399507.0
2011,Eduardo Najera,2750000.0
2011,Ekpe Udoh,3294960.0
2011,Elliot Williams,1442880.0
2011,Elton Brand,18160355.0
2011,Emeka Okafor,12642500.0
2011,Enes Kanter,4319280.0
2011,Eric Bledsoe,1596360.0
2011,Eric Gordon,3831184.0
2011,Eric Maynor,1516680.0
2011,Erick Dampier,530547.0
2011,Ersan Ilyasova,2541000.0
2011,Evan Turner,5293080.0
2011,Francisco Elson,854389.0
2011,Francisco Garcia,6100000.0
2011,Gabe Pruitt,825497.0
2011,Gani Lawal,788872.0
2011,Garrett Temple,80703.0
2011,Gary Forbes,1500000.0
2011,Gary Neal,854389.0
2011,George Hill,1540493.0
2011,Gerald Green,413413.0
2011,Gerald Henderson,2250600.0
2011,Gerald Wallace,9500000.0
2011,Gilbert Arenas,261829.0
2011,Glen Davis,6300000.0
2011,Goran Dragic,2108000.0
2011,Gordon Hayward,2709720.0
2011,Grant Hill,6500000.0
2011,Greg Buckner,4080915.0
2011,Greg Monroe,3007920.0
2011,Greg Oden,1500000.0
2011,Greg Stiemsma,762195.0
2011,Greivis Vasquez,1113600.0
2011,Gustavo Ayon,1567500.0
2011,Hamady Ndiaye,762195.0
2011,Hamed Haddadi,1300000.0
2011,Hasheem Thabeet,5127720.0
2011,Hedo Turkoglu,11015850.0
2011,Henry Walker,885120.0
2011,Ian Mahinmi,915852.0
2011,Ike Diogu,792377.0
2011,Iman Shumpert,1563120.0
2011,Ime Udoka,708640.0
2011,Ish Smith,522472.0
2011,J.J. Barea,4300000.0
2011,JJ Hickson,2354537.0
2011,JJ Redick,6750000.0
2011,JR Smith,2338709.0
2011,JaJuan Johnson,1042320.0
2011,JaVale McGee,2462400.0
2011,Jamaal Tinsley,1352181.0
2011,Jamal Crawford,5000000.0
2011,Jamario Moon,96017.0
2011,Jameer Nelson,8600000.0
2011,James Anderson,1402540.0
2011,James Harden,4604760.0
2011,James Johnson,2812006.0
2011,James Jones,1500000.0
2011,James Posey,7595600.0
2011,James Singleton,151585.0
2011,Jan Vesely,3065040.0
2011,Jannero Pargo,854389.0
2011,Jared Dudley,4250000.0
2011,Jarrett Jack,5000000.0
2011,Jason Hart,825497.0
2011,Jason Kidd,10121000.0
2011,Jason Maxiell,5000000.0
2011,Jason Richardson,5395000.0
2011,Jason Smith,2500000.0
2011,Jason Terry,11158000.0
2011,Jason Thompson,3001284.0
2011,Jason Williams,524964.0
2011,Javaris Crittenton,854389.0
2011,Jawad Williams,1029389.0
2011,Jeff Foote,38194.0
2011,Jeff Green,4455988.0
2011,Jeff Teague,1579920.0
2011,Jeremy Pargo,1000000.0
2011,Jeremy Tyler,650000.0
2011,Jermaine O'Neal,6226200.0
2011,Jermaine Taylor,780871.0
2011,Jermareo Davidson,825497.0
2011,Jerome Dyson,64930.0
2011,Jerome James,6600000.0
2011,Jerryd Bayless,3042280.0
2011,Jimmer Fredette,2339040.0
2011,Jimmy Butler,1020960.0
2011,Joakim Noah,12000000.0
2011,Joe Alexander,854389.0
2011,Joe Crawford,736420.0
2011,Joe Johnson,18038573.0
2011,Joel Anthony,3700000.0
2011,Joel Przybilla,420304.0
2011,Joey Graham,1106941.0
2011,Johan Petro,3250000.0
2011,John Lucas III,915852.0
2011,John Salmons,8083000.0
2011,John Wall,5530080.0
2011,Jon Brockman,1000000.0
2011,Jon Leuer,473604.0
2011,Jonas Jerebko,4500000.0
2011,Jonny Flynn,3414720.0
2011,Jordan Crawford,1120440.0
2011,Jordan Farmar,4000000.0
2011,Jordan Hamilton,1121520.0
2011,Jordan Hill,2855760.0
2011,Jose Calderon,10561982.0
2011,Josh Childress,6500000.0
2011,Josh Harrellson,473604.0
2011,Josh Howard,2150000.0
2011,Josh McRoberts,3000000.0
2011,Josh Selby,550000.0
2011,Josh Smith,12400000.0
2011,Jrue Holiday,2674852.0
2011,Julian Wright,2858057.0
2011,Kawhi Leonard,1809840.0
2011,Keith Bogans,1728000.0
2011,Kelenna Azubuike,280192.0
2011,Kemba Walker,2356320.0
2011,Kendrick Perkins,7123626.0
2011,Kenneth Faried,1254720.0
2011,Kenny Hasbrouck,762195.0
2011,Kenyon Martin,2500000.0
2011,Kevin Durant,15506632.0
2011,Kevin Garnett,21247044.0
2011,Kevin Love,4609701.0
2011,Kevin Martin,11519840.0
2011,Kevin Ollie,825497.0
2011,Kevin Seraphin,1680360.0
2011,Keyon Dooling,2246400.0
2011,Kirk Hinrich,8000000.0
2011,Klay Thompson,2126520.0
2011,Kobe Bryant,25244493.0
2011,Kosta Koufos,2203792.0
2011,Kris Humphries,8000000.0
2011,Kurt Thomas,1352181.0
2011,Kwame Brown,6750000.0
2011,Kyle Lowry,5750000.0
2011,Kyle Weaver,854389.0
2011,Kyrie Irving,5144280.0
2011,Kyrylo Fesenko,435000.0
2011,LaMarcus Aldridge,14000000.0
2011,Lamar Odom,8900000.0
2011,Lance Stephenson,810000.0
2011,Lance Thomas,305551.0
2011,Larry Owens,22287.0
2011,Larry Sanders,1861920.0
2011,Lavoy Allen,473604.0
2011,Lazar Hayward,1097520.0
2011,LeBron James,17545000.0
2011,Leandro Barbosa,7600000.0
2011,Leon Powe,201033.0
2011,Lester Hudson,48232.0
2011,Linas Kleiza,4600000.0
2011,Lou Amundson,2763450.0
2011,Lou Williams,5176000.0
2011,Luis Scola,8591793.0
2011,Luke Babbitt,1892280.0
2011,Luke Jackson,854389.0
2011,Luke Ridnour,3680000.0
2011,Luke Walton,5971363.0
2011,Luol Deng,12325000.0
2011,Magnum Rolle,788872.0
2011,Malcolm Lee,500000.0
2011,Manny Harris,252016.0
2011,Manu Ginobili,14107492.0
2011,MarShon Brooks,1063865.0
2011,Marc Gasol,12922194.0
2011,Marcin Gortat,7258960.0
2011,Marco Belinelli,3377604.0
2011,Marcus Banks,4847586.0
2011,Marcus Camby,11227250.0
2011,Marcus Cousin,788872.0
2011,Marcus Landry,457588.0
2011,Marcus Morris,1823280.0
2011,Marcus Thornton,7525000.0
2011,Mario Chalmers,4000000.0
2011,Mario West,20103.0
2011,Mark Blount,7967375.0
2011,Mark Madsen,2840000.0
2011,Markieff Morris,2005560.0
2011,Marko Jaric,7100000.0
2011,Marreese Speights,2721255.0
2011,Martell Webster,5256000.0
2011,Marvin Williams,7500000.0
2011,Matt Barnes,1906200.0
2011,Matt Bonner,3630000.0
2011,Matt Carroll,3900000.0
2011,Mehmet Okur,10890000.0
2011,Metta World Peace,6790640.0
2011,Michael Beasley,6262347.0
2011,Michael Redd,826828.0
2011,Mickell Gladness,137498.0
2011,Mike Conley,6611571.0
2011,Mike Dunleavy,3750000.0
2011,Mike James,220487.0
2011,Mike Miller,5400000.0
2011,Mike Taylor,736420.0
2011,Mike Wilks,679821.0
2011,Mikki Moore,75793.0
2011,Mo Williams,8500000.0
2011,Monta Ellis,11000000.0
2011,Morris Almond,75793.0
2011,Morris Peterson,6665000.0
2011,Mouhamed Sene,855189.0
2011,Mustafa Shakur,226162.0
2011,Nate Robinson,785487.0
2011,Nazr Mohammed,3750000.0
2011,Nenad Krstic,5543116.0
2011,Nene Hilario,13000000.0
2011,Nick Collison,3272997.0
2011,Nick Young,3695857.0
2011,Nicolas Batum,2155365.0
2011,Nikola Pekovic,4503600.0
2011,Nikola Vucevic,1719480.0
2011,Nolan Smith,1365720.0
